asv,Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Terrisporobacter.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Anaerococcus.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Anaerococcus,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Ezakiella.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Ezakiella,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Fenollaria.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Fenollaria,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Finegoldia.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Finegoldia,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Murdochiella.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Murdochiella,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Parvimonas.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Parvimonas,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Peptoniphilus.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Peptoniphilus,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.W5053.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,W5053,NA
Bacteria.Firmicutes.NA.NA.NA.NA.NA,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.fermentans,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,fermentans
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.intestini,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,intestini
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.NA,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,NA
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.NA.NA,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,NA,NA
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium.faecium,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,faecium
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium.NA,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,NA
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium.succinatutens,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,succinatutens
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Succiniclasticum.NA,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,NA
Bacteria.Firmicutes.Negativicutes.NA.NA.NA.NA,Bacteria,Firmicutes,Negativicutes,NA,NA,NA,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Megamonas.funiformis,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,funiformis
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Megamonas.NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Mitsuokella.jalaludinii,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,jalaludinii
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Mitsuokella.multacida,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,multacida
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Mitsuokella.NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.NA.NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,NA,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Allisonella.histaminiformans,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Allisonella,histaminiformans
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Allisonella.NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Allisonella,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Dialister.invisus,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,invisus
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Dialister.NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Dialister.propionicifaciens,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,propionicifaciens
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Megasphaera.elsdenii,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,elsdenii
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Megasphaera.hexanoica,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,hexanoica
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Megasphaera.massiliensis,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,massiliensis
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Megasphaera.NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.NA.NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Veillonella.atypica,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,atypica
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Veillonella.dispar,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,dispar
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Veillonella.NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,NA
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Veillonella.parvula,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,parvula
Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Veillonella.rogosae,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,rogosae
Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium.mortiferum,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,mortiferum
Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium.NA,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium.necrophorum,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,necrophorum
Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium.ulcerans,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,ulcerans
Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium.varium,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,varium
Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.NA.NA,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Leptotrichiaceae.Sneathia.sanguinegens,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,sanguinegens
Bacteria.NA.NA.NA.NA.NA.NA,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria.Patescibacteria.Saccharimonadia.Saccharimonadales.Saccharimonadaceae.NA.NA,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,NA
Bacteria.Patescibacteria.Saccharimonadia.Saccharimonadales.Saccharimonadaceae.TM7x.NA,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Caulobacteraceae.Brevundimonas.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Caulobacteraceae.NA.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Beijerinckiaceae.Methylobacterium-Methylorubrum.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Devosiaceae.Devosia.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Hyphomicrobiaceae.Hyphomicrobium.facile,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,facile
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Mesorhizobium.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Phyllobacterium.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Paracoccus.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.NA.NA.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Sphingomonas.NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Succinivibrionaceae.Succinivibrio.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.Achromobacter.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Burkholderiaceae.Ralstonia.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Aquabacterium.parvum,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,parvum
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Comamonas.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Delftia.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Tepidimonas.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Variovorax.paradoxus,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,paradoxus
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.NA.NA.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Neisseria.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.NA.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Oxalobacter.formigenes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,formigenes
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Oxalobacter.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Parasutterella.excrementihominis,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,excrementihominis
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Parasutterella.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Sutterella.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Sutterella.wadsworthensis,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,wadsworthensis
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Citrobacter.freundii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,freundii
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Citrobacter.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Citrobacter.pasteurii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,pasteurii
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Enterobacter.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Escherichia/Shigella.coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,coli
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Escherichia/Shigella.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Klebsiella.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Klebsiella.pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,pneumoniae
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Kosakonia.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Lelliottia.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.NA.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Pluralibacter.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Pseudocitrobacter.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Raoultella.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Salmonella.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Shimwellia.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Erwiniaceae.NA.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,NA,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Hafniaceae.Hafnia-Obesumbacterium.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Morganellaceae.Proteus.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.NA.NA.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Yersiniaceae.Serratia.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,NA
Bacteria.Proteobacteria.Gammaproteobacteria.NA.NA.NA.NA,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Haemophilus.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Haemophilus.parainfluenzae,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Haemophilus.sputorum,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,sputorum
Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.NA.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Acinetobacter.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Acinetobacter.ursingii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ursingii
Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae.Pseudomonas.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Pseudoxanthomonas.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA
Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Stenotrophomonas.maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,maltophilia
Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Stenotrophomonas.NA,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
Bacteria.Proteobacteria.NA.NA.NA.NA.NA,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Bacteria.Spirochaetota.Spirochaetia.Spirochaetales.Spirochaetaceae.Treponema.NA,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Bacteria.Synergistota.Synergistia.Synergistales.Synergistaceae.Cloacibacillus.evryensis,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,evryensis
Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia.muciniphila,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,muciniphila
Eukaryota.Euglenozoa.Euglenida.Aphagea.NA.NA.NA,Eukaryota,Euglenozoa,Euglenida,Aphagea,NA,NA,NA
Eukaryota.NA.NA.NA.NA.NA.NA,Eukaryota,NA,NA,NA,NA,NA,NA
NA.NA.NA.NA.NA.NA.NA,NA,NA,NA,NA,NA,NA,NA
